Data;Cota (m);Caudal Afluente (m3/s);Caudal Efluente (m3/s);Precipitação (mm);Evaporação (mm);Volume Evaporado Mm3;Humidade Relativa (%)
9/15/2010;323.33;1589;1875;0.0;6.7;16.54;52
9/16/2010;323.30;1008;1865;0.0;7.9;19.47;34
9/17/2010;323.26;738;1879;0.0;11.2;27.61;38
9/18/2010;323.26;1840;1840;0.0;6.3;15.52;71
9/19/2010;323.24;1312;1882;0.0;6.6;16.13;56
9/20/2010;323.22;1315;1885;0.0;8.1;20.03;47
9/21/2010;323.20;1321;1890;0.0;9.1;22.26;45
9/22/2010;323.18;1189;1758;0.0;8.7;21.34;32
9/23/2010;323.17;1376;1661;0.0;8.7;21.48;30
9/24/2010;323.15;1266;1834;0.0;9.5;23.20;71
9/25/2010;323.13;1294;1862;0.0;9.3;22.77;34
9/26/2010;323.11;1300;1868;0.0;8.0;19.59;45
9/27/2010;323.09;1307;1874;0.0;8.1;19.86;30
9/28/2010;323.05;532;1666;0.0;6.3;15.46;68
9/29/2010;323.05;1779;1779;0.0;5.1;12.46;60
9/30/2010;323.02;996;1846;0.0;5.3;12.99;72
10/1/2010;323.00;1328;1894;0.0;10.3;25.24;56
10/2/2010;322.98;1334;1899;0.0;8.7;21.32;41
10/3/2010;322.95;926;1774;0.0;8.5;20.86;33
10/4/2010;322.92;1054;1901;0.0;8.0;19.48;56
10/5/2010;322.92;1812;1812;0.0;7.8;18.93;68
10/6/2010;322.90;1404;1968;0.0;7.2;17.45;46
10/7/2010;322.86;811;1939;0.0;4.6;11.25;74
10/8/2010;322.84;1376;1940;0.0;5.4;13.04;72
10/9/2010;322.83;1623;1905;0.0;11.1;26.95;54
10/10/2010;322.82;989;1271;0.0;9.4;22.81;41
10/11/2010;322.82;1749;1749;0.0;10.4;25.21;32
10/12/2010;322.79;739;1583;0.0;10.4;25.20;30
10/13/2010;322.76;765;1608;0.0;10.3;25.11;30
10/14/2010;322.78;2143;1581;0.0;8.2;19.84;55
10/15/2010;322.75;789;1632;0.0;7.8;18.82;35
10/16/2010;322.72;1255;2097;0.0;11.9;28.80;31
10/17/2010;322.67;727;2129;0.0;6.8;16.57;83
10/18/2010;322.65;1468;2028;0.0;4.5;10.77;76
10/19/2010;322.64;1659;1939;0.0;8.6;20.78;44
10/20/2010;322.62;1372;1931;0.0;7.9;19.15;48
10/21/2010;322.60;1341;1900;0.0;7.7;18.59;64
10/22/2010;322.58;1471;2030;0.0;10.8;26.14;57
10/23/2010;322.56;1623;2182;0.0;12.6;30.46;38
10/24/2010;322.57;1902;1622;0.0;7.7;18.48;32
10/25/2010;322.55;1185;1744;0.0;10.3;24.80;30
10/26/2010;322.52;1177;2014;0.0;9.1;21.94;31
10/27/2010;322.48;755;1870;0.0;7.6;18.32;67
10/28/2010;322.48;1907;1907;0.0;7.4;17.74;70
10/29/2010;322.43;436;1828;0.0;13.3;31.88;45
10/30/2010;322.41;1357;1913;0.0;8.7;20.79;82
10/31/2010;322.39;1132;1688;0.0;8.6;20.61;73
11/1/2010;322.40;2072;1794;0.0;8.3;19.89;72
11/2/2010;322.38;1357;1912;0.0;8.2;19.59;50
11/3/2010;322.38;1817;1817;0.0;6.5;15.68;47
11/4/2010;322.34;544;1654;0.0;8.1;19.32;50
11/5/2010;322.34;1740;1740;0.0;10.9;26.05;38
11/6/2010;322.35;1977;1700;0.0;10.4;25.02;40
11/7/2010;322.32;866;1698;0.0;10.4;24.92;43
11/8/2010;322.32;1744;1744;0.0;6.6;15.85;83
11/9/2010;322.28;642;1751;0.0;9.0;21.45;40
11/10/2010;322.28;1764;1764;0.0;9.7;23.31;36
11/11/2010;322.26;1208;1762;0.0;7.8;18.56;34
11/12/2010;322.24;1265;1819;0.0;10.6;25.31;48
11/13/2010;322.21;1089;1918;0.0;11.3;26.97;54
11/14/2010;322.17;709;1814;0.0;11.2;26.69;38
11/15/2010;322.12;824;2203;0.0;8.5;20.31;62
11/16/2010;322.10;1356;1907;0.0;7.5;17.92;58
11/17/2010;322.06;824;1925;0.0;8.6;20.37;45
11/18/2010;322.01;520;1895;0.0;8.5;20.09;62
11/19/2010;321.99;1287;1836;0.0;10.1;23.92;60
11/20/2010;321.95;821;1919;0.0;6.9;16.38;58
11/21/2010;321.94;1581;1855;0.0;5.5;12.94;57
11/22/2010;321.93;1315;1589;0.0;5.9;13.89;62
11/23/2010;321.93;1582;1582;6.5;6.6;15.70;55
11/24/2010;321.93;1537;1537;13.8;6.8;16.07;74
11/25/2010;321.93;1734;1734;0.0;3.5;8.20;86
11/26/2010;321.91;1385;1933;0.4;4.3;10.14;94
11/27/2010;321.90;1668;1942;0.0;7.0;16.56;60
11/28/2010;321.88;1282;1830;0.0;9.3;21.91;40
11/29/2010;321.86;1276;1823;0.0;8.4;19.79;40
11/30/2010;321.88;2313;1766;0.4;6.4;15.22;77
12/1/2010;321.86;1348;1896;32.7;5.6;13.31;74
12/2/2010;321.82;925;2019;0.0;5.2;12.33;71
12/3/2010;321.80;1547;2093;0.5;5.5;12.89;60
12/4/2010;321.78;1555;2101;12.8;5.7;13.39;77
12/5/2010;321.76;1413;1958;0.0;5.1;12.07;63
12/6/2010;321.76;2114;2114;56.0;4.7;11.13;88
12/7/2010;321.76;2118;2118;54.1;4.1;9.62;97
12/8/2010;321.85;4577;2119;71.5;3.4;8.05;98
12/9/2010;321.90;3471;2102;77.5;0.2;0.52;98
12/10/2010;321.90;2073;2073;5.6;3.0;7.19;96
12/11/2010;321.90;3199;3199;0.0;4.9;11.54;68
12/12/2010;321.86;1979;3074;17.5;7.7;18.25;73
12/13/2010;321.85;2893;3166;10.4;6.7;15.74;89
12/14/2010;321.84;2927;3200;3.4;6.8;16.16;66
12/15/2010;321.80;2084;3176;0.0;5.4;12.79;71
12/16/2010;321.78;2663;3209;0.0;4.5;10.57;80
12/17/2010;321.74;2013;3104;0.0;8.6;20.22;63
12/18/2010;321.67;1983;3889;0.0;6.2;14.56;63
12/19/2010;321.60;1864;3766;0.0;6.6;15.46;76
12/20/2010;321.52;1616;3785;0.0;4.5;10.58;70
12/21/2010;321.49;3123;3935;9.5;2.5;5.90;93
12/22/2010;321.42;2082;3973;0.0;2.1;4.95;80
12/23/2010;321.30;1001;4234;3.2;4.3;10.11;74
12/24/2010;321.20;2483;5168;0.0;5.4;12.60;60
12/25/2010;321.07;1724;5203;8.9;5.1;11.74;79
12/26/2010;320.93;1544;5275;2.1;4.3;9.97;70
12/27/2010;320.82;2351;5271;2.7;3.6;8.28;91
12/28/2010;320.72;2260;4907;0.0;4.9;11.29;86
12/29/2010;320.68;2929;3985;0.0;1.0;2.19;79
12/30/2010;320.63;2062;3380;8.9;6.9;15.68;78
12/31/2010;320.61;2397;2924;0.0;4.2;9.61;75
1/1/2011;320.59;1949;2476;13.1;8.8;20.04;85
1/2/2011;320.61;2448;1922;0.0;5.6;12.72;89
1/3/2011;320.62;2193;1930;0.0;4.7;10.74;82
1/4/2011;320.60;1329;1855;0.0;4.8;11.01;80
1/5/2011;320.57;1146;1936;0.0;5.9;13.46;78
1/6/2011;320.58;2201;1938;0.0;4.3;9.82;71
1/7/2011;320.57;1672;1935;0.5;3.8;8.59;76
1/8/2011;320.58;2213;1949;1.2;5.8;13.08;80
1/9/2011;320.59;2201;1938;0.0;4.3;9.85;82
1/10/2011;320.59;1948;1948;3.7;6.0;13.72;67
1/11/2011;320.58;1678;1941;0.0;4.2;9.64;70
1/12/2011;320.59;2217;1954;20.2;3.4;7.82;97
1/13/2011;320.58;1664;1927;2.0;4.1;9.37;85
1/14/2011;320.58;1900;1900;22.8;1.2;2.80;84
1/15/2011;320.62;2775;1722;36.1;2.5;5.76;98
1/16/2011;320.68;3527;1945;0.5;3.8;8.59;83
1/17/2011;320.69;2208;1944;29.1;5.2;11.90;70
1/18/2011;320.73;2962;1905;28.0;3.4;7.65;92
1/19/2011;320.78;3273;1950;22.9;7.7;17.63;90
1/20/2011;320.83;3252;1927;23.2;5.5;12.50;82
1/21/2011;320.91;4062;1938;26.1;6.4;14.64;74
1/22/2011;320.91;3169;3169;19.4;4.1;9.32;70
1/23/2011;320.89;3081;3612;0.0;5.8;13.27;68
1/24/2011;320.86;2813;3609;0.0;4.9;11.29;80
1/25/2011;320.96;6269;3611;19.6;1.1;2.53;97
1/26/2011;321.05;6009;3610;3.7;4.3;9.86;82
1/27/2011;321.17;6807;3598;3.1;6.9;15.94;81
1/28/2011;321.29;6455;3234;29.7;2.2;5.20;87
1/29/2011;321.35;5201;3586;0.0;3.5;8.19;94
1/30/2011;321.53;8223;3361;2.0;4.6;10.74;98
1/31/2011;321.65;7292;4036;1.9;1.7;3.94;90
2/1/2011;321.78;8062;4522;3.7;6.0;14.16;82
2/2/2011;321.84;6526;4887;0.0;5.4;12.69;88
2/3/2011;321.90;6639;4998;11.9;6.5;15.31;75
2/4/2011;321.87;5321;6142;0.0;4.7;11.02;86
2/5/2011;321.90;7105;6283;0.4;5.8;13.62;80
2/6/2011;321.95;7677;6306;0.5;4.4;10.47;82
2/7/2011;321.98;7350;6527;0.0;6.0;14.27;76
2/8/2011;322.00;6925;6376;0.0;5.3;12.50;83
2/9/2011;322.00;6276;6276;0.0;5.2;12.22;80
2/10/2011;321.98;5742;6291;0.0;4.0;9.44;87
2/11/2011;321.99;6667;6392;6.9;3.4;7.99;95
2/12/2011;322.05;7204;5555;9.6;5.9;14.10;82
2/13/2011;322.11;6140;4488;0.0;5.1;12.20;74
2/14/2011;322.17;6105;4450;0.7;6.8;16.23;80
2/15/2011;322.30;8183;4587;0.0;6.1;14.49;76
2/16/2011;322.45;8096;3930;0.0;5.5;13.30;69
2/17/2011;322.61;6729;2264;0.0;5.0;12.03;64
2/18/2011;322.71;4766;1965;0.0;5.4;13.07;76
2/19/2011;322.75;2977;1854;0.0;6.7;16.19;67
2/20/2011;322.74;1586;1867;0.0;9.7;20.74;64
2/21/2011;322.74;1747;1747;0.0;5.4;13.16;70
2/22/2011;322.73;1846;2127;0.0;4.8;11.69;73
2/23/2011;322.71;1607;2168;0.0;5.7;13.82;78
2/24/2011;322.70;1720;2000;0.0;7.1;17.16;74
2/25/2011;322.72;2435;1874;0.0;7.7;18.66;70
2/26/2011;322.73;2229;1864;0.0;6.3;15.18;80
2/27/2011;322.73;1786;1871;0.0;6.8;16.55;74
2/28/2011;322.78;3283;1879;0.0;5.6;13.55;78
3/1/2011;322.79;2396;2115;0.0;8.1;19.75;71
3/2/2011;322.82;2947;2103;0.0;2.8;6.90;79
3/3/2011;322.83;2529;2247;0.0;4.6;11.11;81
3/4/2011;322.84;2293;2011;0.0;6.1;14.74;82
3/5/2011;322.87;2684;1839;0.0;4.5;11.05;76
3/6/2011;322.90;2672;1826;0.0;6.7;16.22;87
3/7/2011;322.95;3220;1808;0.0;4.8;11.70;80
3/8/2011;323.02;4217;2237;0.0;5.7;13.92;69
3/9/2011;323.06;4306;3173;0.0;3.7;9.01;79
3/10/2011;323.14;5653;3383;0.0;2.5;6.18;79
3/11/2011;323.26;6932;3517;16.6;0.6;1.43;94
3/12/2011;323.34;5829;3545;8.5;2.6;6.34;89
3/13/2011;323.40;5258;3541;0.7;5.7;14.01;88
3/14/2011;323.47;5524;3518;0.0;5.5;13.60;87
3/15/2011;323.51;4691;3543;6.2;5.2;12.95;90
3/16/2011;323.57;5268;3544;9.7;5.7;14.04;79
3/17/2011;323.68;5904;2734;15.6;4.8;11.96;99
3/18/2011;323.85;6757;1838;0.0;2.8;6.90;92
3/19/2011;323.94;4521;1907;3.9;7.0;17.46;80
3/20/2011;324.07;5721;1933;0.0;3.9;9.87;93
3/21/2011;324.11;3128;1959;0.0;3.7;9.34;77
3/22/2011;324.15;3139;1969;0.0;3.7;9.40;72
3/23/2011;324.22;3975;1925;4.1;7.0;17.71;90
3/24/2011;324.25;2747;1867;22.1;4.2;10.74;94
3/25/2011;324.27;2344;1757;0.0;5.1;13.01;68
3/26/2011;324.29;2317;1729;0.0;2.8;7.03;75
3/27/2011;324.33;2978;1802;0.0;6.0;15.24;75
3/28/2011;324.32;2739;3033;2.6;4.9;12.55;87
3/29/2011;324.29;2627;3509;0.0;5.2;13.31;91
3/30/2011;324.26;2662;3543;0.0;6.0;15.27;71
3/31/2011;324.25;3229;3523;0.0;5.8;14.70;75
4/1/2011;324.20;1943;3409;0.0;6.3;15.86;65
4/2/2011;324.14;1797;3554;0.0;5.1;12.93;68
4/3/2011;324.13;3251;3543;0.6;6.1;15.44;82
4/4/2011;324.09;2370;3539;0.0;4.6;11.61;65
4/5/2011;324.04;2089;3548;6.5;3.9;9.83;92
4/6/2011;324.01;2676;3550;0.4;3.2;8.06;92
4/7/2011;323.94;1519;3557;0.8;3.1;7.75;97
4/8/2011;323.91;2686;3558;0.0;5.3;13.41;87
4/9/2011;323.86;2049;3501;20.9;1.6;4.06;95
4/10/2011;323.82;2422;3582;0.0;2.6;6.46;89
4/11/2011;323.78;2211;3370;0.0;4.9;12.16;70
4/12/2011;323.74;2026;3184;0.0;4.6;11.40;70
4/13/2011;323.71;2308;3175;0.0;3.9;9.79;75
4/14/2011;323.67;2035;3190;0.0;4.6;11.50;73
4/15/2011;323.64;2305;3170;0.0;3.5;8.62;70
4/16/2011;323.61;2309;3174;0.0;4.7;11.60;72
4/17/2011;323.56;1722;3161;0.0;7.5;18.70;76
4/18/2011;323.52;1604;2754;0.0;5.1;12.72;86
4/19/2011;323.55;2995;2133;0.0;4.3;10.70;87
4/20/2011;323.55;1723;1723;0.0;2.8;6.98;86
4/21/2011;323.55;1484;1484;0.0;4.4;11.00;84
4/22/2011;323.54;1137;1425;0.0;6.8;16.97;85
4/23/2011;323.54;2084;2084;0.0;4.6;11.33;90
4/24/2011;323.55;2410;2122;0.0;2.5;6.23;81
4/25/2011;323.54;1843;2131;0.0;4.8;11.97;76
4/26/2011;323.53;1892;2179;0.0;4.9;12.22;65
4/27/2011;323.51;1573;2148;0.0;5.5;13.65;55
4/28/2011;323.50;1870;2157;0.0;6.5;16.18;55
4/29/2011;323.47;1295;2156;0.0;6.5;16.04;85
4/30/2011;323.44;1125;1985;0.8;4.2;10.49;95
5/1/2011;323.43;1608;1895;0.0;5.0;12.43;70
5/2/2011;323.43;1847;1847;0.0;2.9;7.18;89
5/3/2011;323.42;1553;1840;0.0;4.1;10.03;80
5/4/2011;323.41;1208;1495;0.0;4.5;11.16;62
5/5/2011;323.42;1785;1499;0.0;3.3;8.14;71
5/6/2011;323.43;1753;1467;0.0;6.1;15.20;74
5/7/2011;323.43;1450;1450;0.0;6.2;15.35;58
5/8/2011;323.42;1161;1447;0.0;7.8;19.21;50
5/9/2011;323.40;880;1453;0.0;5.4;13.29;59
5/10/2011;323.41;1734;1448;0.0;2.3;5.62;69
5/11/2011;323.41;1421;1421;0.0;4.1;10.14;75
5/12/2011;323.41;1442;1442;0.0;5.1;12.67;75
5/13/2011;323.41;1441;1441;0.0;5.6;13.76;70
5/14/2011;323.41;1467;1467;0.0;5.7;13.98;66
5/15/2011;323.42;1744;1457;0.0;6.0;14.82;54
5/16/2011;323.41;1163;1449;0.0;5.4;13.36;45
5/17/2011;323.42;1758;1471;0.0;5.8;14.40;48
5/18/2011;323.45;1931;1071;0.0;5.4;13.42;65
5/19/2011;323.48;2368;1508;0.0;4.2;10.38;60
5/20/2011;323.47;1225;1512;0.0;3.9;9.76;91
5/21/2011;323.54;3289;1279;0.0;3.3;8.14;87
5/22/2011;323.60;3012;1286;0.0;3.1;7.80;86
5/23/2011;323.65;2948;1507;0.0;2.5;6.25;81
5/24/2011;323.71;3220;1488;0.0;4.1;10.13;62
5/25/2011;323.77;3241;1506;0.0;4.6;11.57;54
5/26/2011;323.82;2956;1508;0.0;6.6;16.62;52
5/27/2011;323.85;2375;1505;0.0;5.4;13.47;48
5/28/2011;323.89;2649;1488;0.0;3.8;9.43;57
5/29/2011;323.95;3194;1450;0.0;3.9;9.82;76
5/30/2011;324.02;3568;1530;0.0;4.5;11.20;70
5/31/2011;324.06;2792;1626;0.0;6.9;17.39;54
6/1/2011;324.07;2088;1796;0.0;5.0;12.51;56
6/2/2011;324.17;4782;1858;0.0;0.7;1.69;94
6/3/2011;324.28;5112;1887;0.0;1.0;2.53;95
6/4/2011;324.32;4282;3106;0.0;5.3;13.56;81
6/5/2011;324.37;5029;3558;0.0;4.6;11.66;76
6/6/2011;324.37;3481;3481;0.0;4.4;11.26;75
6/7/2011;324.40;4366;3482;0.0;5.1;13.02;64
6/8/2011;324.42;4169;3579;0.0;4.9;12.46;58
6/9/2011;324.46;4770;3590;0.0;3.2;8.19;66
6/10/2011;324.51;5058;3580;0.0;5.6;14.27;68
6/11/2011;324.52;3887;3592;0.0;5.2;13.29;74
6/12/2011;324.56;4676;3493;0.0;5.1;12.94;60
6/13/2011;324.59;4040;3151;0.0;3.9;9.86;62
6/14/2011;324.66;5081;3005;0.0;3.9;10.07;64
6/15/2011;324.71;4638;3152;0.0;3.7;9.40;83
6/16/2011;324.77;4922;3136;0.0;2.3;5.97;66
6/17/2011;324.83;4862;3073;0.0;2.5;6.36;52
6/18/2011;324.87;4232;3038;0.0;7.2;12.93;45
6/19/2011;324.89;3757;3160;0.0;5.3;13.62;85
6/20/2011;324.90;3683;3384;0.0;5.0;12.91;66
6/21/2011;324.88;2792;3390;0.0;5.6;14.56;61
6/22/2011;324.85;2458;3354;0.0;4.1;10.48;77
6/23/2011;324.84;3263;3562;0.0;3.9;10.01;94
6/24/2011;324.88;3560;2366;0.0;3.2;8.36;45
6/25/2011;324.92;2684;1488;0.0;5.5;14.24;37
6/26/2011;324.95;2900;2002;0.0;6.1;15.70;42
6/27/2011;325.00;3308;1810;0.0;6.1;15.87;52
6/28/2011;325.04;3026;1826;0.0;6.8;17.55;53
6/29/2011;325.09;3359;1857;0.0;6.0;15.47;44
6/30/2011;325.13;3023;1820;0.0;3.3;8.61;45
7/1/2011;325.18;3336;1830;0.0;7.2;18.63;48
7/2/2011;325.23;3192;1684;0.0;5.5;18.63;57
7/3/2011;325.27;3055;1847;0.0;5.5;18.63;46
7/4/2011;325.26;1468;1771;0.0;4.2;10.88;34
7/5/2011;325.24;1174;1778;0.0;2.9;7.48;78
7/6/2011;325.20;652;1828;0.0;4.0;10.43;66
7/7/2011;325.17;919;1853;0.4;3.3;8.49;73
7/8/2011;325.16;1519;1820;0.0;4.6;11.87;67
7/9/2011;325.15;1553;1854;0.0;1.7;4.37;75
7/10/2011;325.12;945;1848;2.1;1.4;3.70;97
7/11/2011;325.16;2922;1718;7.9;0.9;2.29;95
7/12/2011;325.15;1424;1726;1.6;2.1;5.41;95
7/13/2011;325.15;1775;1775;0.0;1.3;3.25;92
7/14/2011;325.13;1176;1778;0.0;3.5;9.18;89
7/15/2011;325.11;1248;1850;0.0;3.7;9.62;72
7/16/2011;325.11;1740;1740;0.0;4.4;11.38;71
7/17/2011;325.11;1702;1702;0.0;4.4;11.43;54
7/18/2011;325.10;1209;1509;0.0;4.3;11.14;61
7/19/2011;325.07;655;1557;0.0;4.7;12.12;61
7/20/2011;325.05;1130;1731;0.0;4.9;12.77;42
7/21/2011;325.04;1407;1707;0.0;4.9;12.74;62
7/22/2011;325.01;828;1728;0.0;4.4;11.30;73
7/23/2011;325.00;1444;1744;0.0;4.4;11.37;90
7/24/2011;325.01;1923;1623;0.0;4.1;10.67;93
7/25/2011;325.00;1163;1463;0.0;4.1;10.52;79
7/26/2011;325.00;1616;1616;0.0;5.1;13.21;44
7/27/2011;324.97;785;1684;0.0;3.2;8.36;80
7/28/2011;324.98;2013;1713;0.0;1.6;4.09;89
7/29/2011;324.95;901;1799;0.0;6.4;16.62;75
7/30/2011;324.90;374;1870;0.0;6.9;17.79;62
7/31/2011;324.90;1727;1727;0.0;4.3;11.16;78
8/1/2011;324.90;1880;1880;0.0;3.3;8.52;74
8/2/2011;324.88;1241;1839;0.0;2.7;6.92;79
8/3/2011;324.87;1440;1739;0.0;3.7;9.45;76
8/4/2011;324.87;1706;1706;0.0;4.5;11.51;62
8/5/2011;324.86;1558;1857;0.0;7.5;19.46;64
8/6/2011;324.85;1529;1827;0.0;6.2;16.10;59
8/7/2011;324.82;899;1794;0.0;6.0;15.34;82
8/8/2011;324.80;1224;1820;0.0;4.5;11.47;80
8/9/2011;324.79;1500;1798;0.0;4.7;12.27;76
8/10/2011;324.78;1509;1807;0.0;5.2;13.41;60
8/11/2011;324.76;1280;1875;0.0;5.6;14.52;60
8/12/2011;324.76;1879;1879;0.0;8.1;20.84;48
8/13/2011;324.75;1539;1837;0.0;7.1;18.21;40
8/14/2011;324.73;1271;1866;0.0;6.6;16.87;30
8/15/2011;324.71;1257;1852;0.0;6.2;15.82;60
8/16/2011;324.68;978;1870;0.0;4.6;11.76;95
8/17/2011;324.65;981;1872;0.0;4.7;11.98;85
8/18/2011;324.64;1543;1840;0.0;3.6;9.21;66
8/19/2011;324.63;1578;1875;0.0;5.1;13.08;68
8/20/2011;324.62;1577;1874;0.0;5.6;14.36;52
8/21/2011;324.60;1248;1841;0.0;8.2;20.90;56
8/22/2011;324.58;1244;1837;0.0;7.4;18.90;60
8/23/2011;324.58;1773;1773;0.0;6.5;16.54;85
8/24/2011;324.57;1521;1817;0.0;6.4;16.43;47
8/25/2011;324.55;1256;1848;0.0;5.9;14.99;76
8/26/2011;324.54;1575;1871;0.0;6.2;15.85;79
8/27/2011;324.52;1245;1837;0.0;6.7;17.17;62
8/28/2011;324.49;864;1751;0.0;5.1;12.92;75
8/29/2011;324.47;1283;1874;0.1;5.3;13.60;82
8/30/2011;324.46;1584;1879;0.0;5.6;14.26;80
8/31/2011;324.46;1688;1688;0.0;6.3;16.02;75
9/1/2011;324.46;1790;1790;0.0;5.7;14.64;70
9/2/2011;324.47;1582;1287;0.0;9.0;22.86;50
9/3/2011;324.45;713;1304;0.0;11.3;28.83;37
9/4/2011;324.47;1846;1256;0.0;7.3;18.65;62
9/5/2011;324.45;709;1300;0.0;7.4;18.90;60
9/6/2011;324.47;1919;1329;0.0;6.0;15.36;75
9/7/2011;324.47;1269;1269;0.0;7.6;19.49;78
9/8/2011;324.48;1588;1293;0.0;6.4;16.28;84
9/9/2011;324.45;899;1785;0.0;8.4;21.43;72
9/10/2011;324.43;1271;1861;0.0;7.7;19.60;48
9/11/2011;324.41;1290;1879;0.0;8.4;21.50;70
9/12/2011;324.40;1589;1884;0.0;7.0;17.88;76
9/13/2011;324.39;1591;1886;0.0;7.5;19.19;56
9/14/2011;324.37;1271;1860;0.0;4.8;12.11;41
9/15/2011;324.35;1292;1881;0.0;2.4;6.08;46
9/16/2011;324.32;1002;1884;0.0;2.9;7.40;73
9/17/2011;324.29;1007;1889;0.0;5.1;12.94;99
9/18/2011;324.28;1593;1887;0.0;5.9;15.02;74
9/19/2011;324.27;1593;1887;0.0;9.3;23.65;37
9/20/2011;324.24;1001;1882;0.0;9.0;22.83;32
9/21/2011;324.21;994;1873;0.0;9.4;23.92;44
9/22/2011;324.20;1554;1847;0.0;6.6;16.81;68
9/23/2011;324.17;951;1830;0.0;6.3;15.94;87
9/24/2011;324.13;715;1886;0.0;9.3;23.45;68
9/25/2011;324.10;959;1836;0.0;7.5;18.89;73
9/26/2011;324.09;1577;1869;0.0;5.7;14.36;61
9/27/2011;324.07;1276;1860;0.0;7.8;19.65;54
9/28/2011;324.04;1010;1886;0.0;7.1;17.84;47
9/29/2011;324.02;1329;1912;0.0;6.9;17.37;69
9/30/2011;323.99;1000;1874;0.0;8.2;20.56;46
10/1/2011;323.95;716;1881;0.0;8.4;21.04;56
10/2/2011;323.93;1281;1863;0.0;8.4;21.08;65
10/3/2011;323.93;1870;1870;0.0;8.5;21.30;50
10/4/2011;323.88;422;1875;0.0;4.1;10.34;63
10/5/2011;323.84;647;1808;0.0;4.8;11.96;86
10/6/2011;323.79;384;1833;0.0;5.3;13.19;68
10/7/2011;323.78;1752;2042;0.0;7.9;19.71;64
10/8/2011;323.77;1726;2015;0.0;7.0;17.53;70
10/9/2011;323.75;1415;1994;0.0;8.2;20.56;70
10/10/2011;323.72;1165;2032;0.0;8.7;21.77;72
10/11/2011;323.71;1756;2045;0.0;2.4;5.89;82
10/12/2011;323.66;489;1932;2.7;5.3;13.27;56
10/13/2011;323.65;1652;1940;5.9;6.4;15.97;75
10/14/2011;323.62;1118;1983;0.0;8.1;20.04;83
10/15/2011;323.60;1327;1903;0.0;6.9;17.25;60
10/16/2011;323.57;909;1773;0.0;9.0;22.44;51
10/17/2011;323.53;753;1903;0.0;8.7;21.70;50
10/18/2011;323.55;2477;1902;0.0;8.7;21.53;52
10/19/2011;323.52;1042;1905;0.0;11.3;28.03;53
10/20/2011;323.50;1333;1908;0.0;8.2;20.45;38
10/21/2011;323.44;186;1908;0.0;11.6;28.82;50
10/22/2011;323.45;2194;1908;0.0;7.0;17.37;75
10/23/2011;323.44;1476;1762;0.0;10.5;25.91;56
10/24/2011;323.40;684;1830;0.0;11.2;27.71;48
10/25/2011;323.41;1943;1657;0.0;10.0;24.83;40
10/26/2011;323.41;1828;1828;0.0;10.8;26.72;27
10/27/2011;323.38;988;1847;0.0;10.5;25.99;31
10/28/2011;323.38;1846;1846;0.0;13.6;33.64;44
10/29/2011;323.36;1293;1865;0.0;10.5;26.04;37
10/30/2011;323.34;1243;1814;0.0;11.1;27.33;55
10/31/2011;323.32;1272;1844;0.0;11.5;28.31;35
11/1/2011;323.26;196;1908;0.0;9.9;24.39;35
11/2/2011;323.20;204;1913;0.0;3.3;8.10;84
11/3/2011;323.25;3334;1910;7.4;1.4;3.37;95
11/4/2011;323.25;1913;1913;0.0;4.6;11.37;90
11/5/2011;323.22;1058;1912;0.0;6.4;15.76;74
11/6/2011;323.20;1343;1912;0.0;4.8;11.81;70
11/7/2011;323.19;1628;1913;43.7;5.6;13.84;90
11/8/2011;323.17;1343;1912;0.0;6.3;15.52;75
11/9/2011;323.14;987;1840;0.0;9.0;22.17;56
11/10/2011;323.13;1592;1876;0.0;9.2;22.48;47
11/11/2011;323.10;1047;1898;0.0;14.4;35.22;43
11/12/2011;323.08;1312;1880;0.0;10.5;25.71;41
11/13/2011;323.06;1327;1894;0.0;10.6;25.84;44
11/14/2011;323.02;617;1750;0.0;10.2;25.03;38
11/15/2011;322.96;902;2599;0.0;8.8;21.43;42
11/16/2011;322.96;2883;2883;0.0;8.4;20.51;64
11/17/2011;322.91;1473;2886;0.0;6.8;16.51;62
11/18/2011;322.85;1142;2834;4.1;9.0;21.82;52
11/19/2011;322.79;1176;2865;0.0;9.2;22.44;55
11/20/2011;322.73;1010;2695;0.0;8.0;19.46;80
11/21/2011;322.68;1457;2860;0.0;9.6;23.32;71
11/22/2011;322.62;1179;2859;0.0;9.8;23.68;48
11/23/2011;322.58;1702;2821;0.0;7.9;19.12;71
11/24/2011;322.54;1777;2895;0.0;5.8;14.03;64
11/25/2011;322.51;2064;2901;8.4;1.3;3.09;86
11/26/2011;322.45;1223;2895;0.0;4.7;11.40;86
11/27/2011;322.41;1712;2825;0.0;3.0;7.16;88
11/28/2011;322.33;628;2850;1.8;8.7;20.75;67
11/29/2011;322.29;1800;2909;0.0;8.4;20.09;60
11/30/2011;322.23;1250;2911;0.0;8.5;20.42;63
12/1/2011;322.19;1777;2882;0.0;8.4;19.94;62
12/2/2011;322.12;932;2864;0.0;11.4;27.18;50
12/3/2011;322.03;298;2776;0.0;10.2;24.23;36
12/4/2011;321.96;1002;2925;0.0;6.0;14.12;91
12/5/2011;321.92;2253;3350;0.4;3.8;8.94;93
12/6/2011;321.83;1177;3640;0.0;7.5;17.77;59
12/7/2011;321.75;1463;3647;0.0;9.8;23.12;43
12/8/2011;321.67;1338;3516;0.0;9.4;22.07;32
